3.15,11.03,3.84,-1.32,0.90,1.0
0.00,209.65,2.31,0.00,2.31,0.0
3.15,5.35,1.69,-1.32,-0.15,1.0
-7.36,25.68,-6.24,-1.32,2.44,1.0
3.15,55.83,7.91,5.07,-0.32,0.0
1.67,5.22,-4.33,-2.50,-4.17,0.0
1.70,-0.46,4.84,3.64,-0.00,1.0
3.15,58.73,1.34,-1.32,-0.49,1.0
-2.60,26.62,-2.02,-1.32,1.90,1.0
3.15,8.22,0.71,-1.32,-0.47,1.0
3.15,13.57,6.27,0.55,1.65,0.0
3.15,34.29,1.83,-1.32,-0.01,0.0
3.10,0.20,3.28,0.54,-0.37,0.0
3.15,25.34,3.66,-1.32,2.48,1.0
3.15,19.31,1.96,-1.32,0.12,1.0
-7.36,55.58,-6.26,-1.32,1.14,0.0
-2.60,56.98,-2.89,-1.32,-0.23,0.0
3.03,10.56,3.39,-0.12,0.48,0.0
3.15,50.00,2.11,-1.32,0.27,1.0
0.00,48.13,2.31,0.00,2.31,1.0
3.15,84.16,2.94,-1.32,1.76,0.0
3.15,26.53,4.45,-1.32,-0.01,0.0
0.00,147.45,2.31,0.00,2.31,0.0
3.15,211.04,3.68,-1.32,1.84,0.0
3.15,10.34,3.53,0.55,0.47,1.0
-3.73,6.77,-5.14,-1.89,0.49,0.0
1.55,-0.20,1.93,0.27,0.60,1.0
3.15,20.73,-0.46,-1.32,-2.30,1.0
0.00,1.27,2.31,0.00,2.31,1.0
0.00,33.66,2.31,0.00,2.31,0.0
1.14,-1.43,2.98,1.83,0.52,1.0
2.91,6.01,2.47,-1.43,0.98,1.0
2.16,5.12,0.64,-1.93,0.41,1.0
3.15,88.07,4.83,0.55,1.12,0.0
0.00,63.55,2.31,0.00,2.31,0.0
3.15,66.90,1.96,-1.32,0.12,0.0
3.15,54.42,8.34,5.07,0.11,0.0
3.15,4.15,3.21,-1.32,2.02,1.0
0.00,85.89,2.31,0.00,2.31,1.0
0.00,128.75,2.31,0.00,2.31,0.0
3.15,170.54,10.10,5.07,0.63,0.0
3.15,64.36,12.81,6.74,2.03,0.0
3.15,7.27,1.19,-1.32,0.01,1.0
0.00,-1.07,1.81,0.00,2.31,1.0
3.15,18.32,2.07,-1.32,0.88,1.0
3.15,7.99,2.33,-1.32,1.15,1.0
1.10,3.27,0.43,-0.33,0.32,1.0
0.00,3.82,2.31,0.00,2.31,0.0
3.15,74.82,2.40,-1.32,1.22,0.0
3.15,175.19,10.07,6.27,0.66,0.0
3.15,64.84,5.50,6.74,-4.39,1.0
3.15,64.72,2.94,-0.12,-0.10,0.0
0.00,4.74,2.31,0.00,2.31,1.0
3.15,278.42,11.58,6.74,0.52,0.0
0.00,22.36,2.31,0.00,2.31,1.0
3.15,76.97,14.84,10.72,-0.30,0.0
3.15,142.20,8.13,1.81,1.87,0.0
2.65,-1.60,1.67,-1.57,1.75,1.0
3.15,26.62,-0.17,-1.32,-2.00,1.0
2.16,4.52,-3.58,-1.93,-3.81,0.0
3.15,3.91,0.65,-1.32,-1.18,0.0
3.15,112.08,2.82,0.55,-0.89,0.0
2.61,7.98,1.95,-1.59,0.93,1.0
-7.36,39.89,-8.94,-1.32,-0.26,1.0
3.15,51.57,9.38,5.07,-0.03,0.0
3.15,175.73,4.73,-1.32,2.17,0.0
0.00,46.06,2.31,0.00,2.31,0.0
0.00,28.81,2.31,0.00,2.31,0.0
3.15,59.27,3.53,-1.32,1.70,1.0
3.15,18.48,3.37,-0.81,1.03,1.0
1.48,1.57,-0.16,-2.82,0.43,1.0
1.78,2.68,-0.28,-2.34,0.28,1.0
2.12,4.76,0.27,-1.96,0.11,1.0
0.00,8.34,2.31,0.00,2.31,1.0
3.15,34.42,9.86,6.74,0.63,0.0
3.15,5.96,4.00,-1.32,2.16,1.0
1.48,2.74,-1.61,-2.82,0.38,1.0
1.82,2.33,-0.82,-2.29,0.30,1.0
2.73,6.53,3.35,3.55,-2.28,0.0
0.00,16.33,2.31,0.00,2.31,1.0
0.00,16.56,2.31,0.00,2.31,1.0
2.38,5.07,0.70,-1.74,0.06,1.0
3.15,137.87,0.49,-1.32,-1.34,0.0
3.15,53.34,14.09,10.72,0.22,0.0
3.15,43.96,4.45,-1.32,-0.69,0.0
-2.60,93.45,4.19,6.74,0.05,0.0
3.15,34.89,5.38,-1.32,3.54,0.0
0.00,73.08,2.31,0.00,2.31,0.0
0.00,213.21,2.31,0.00,2.31,0.0
3.15,29.63,2.17,-1.32,0.98,0.0
0.00,2.88,2.31,0.00,2.31,1.0
0.00,4.12,2.31,0.00,2.31,1.0
2.42,3.37,1.43,-1.72,0.72,1.0
0.00,39.19,2.31,0.00,2.31,0.0
3.15,2.42,0.99,-1.32,-0.84,1.0
3.15,93.71,11.64,6.74,0.50,0.0
0.00,29.83,2.31,0.00,2.31,1.0
3.15,70.43,4.45,-1.32,-0.84,0.0
2.46,6.02,12.89,8.36,0.82,0.0
-5.85,3.15,-2.91,2.25,0.69,1.0
3.15,112.19,5.00,0.55,-2.81,0.0
3.15,92.26,10.49,5.07,1.49,0.0
-7.36,34.30,-2.70,5.07,0.24,1.0
3.15,39.36,4.65,1.81,-0.32,1.0
3.15,33.21,1.32,-1.32,0.14,1.0
0.00,24.06,2.31,0.00,2.31,0.0
0.00,108.79,2.31,0.00,2.31,0.0
0.00,183.76,2.31,0.00,2.31,0.0
3.15,51.77,12.39,10.72,-2.53,0.0
3.10,10.47,3.18,-1.34,1.41,1.0
3.15,-0.82,13.52,10.72,0.15,1.0
-7.36,20.05,-5.14,-1.32,3.54,0.0
1.93,0.45,0.62,-2.15,0.85,1.0
3.15,113.83,10.18,5.07,1.95,0.0
1.59,-1.87,4.43,2.56,0.78,1.0
3.15,37.48,2.34,-1.32,0.50,1.0
0.00,30.86,2.31,0.00,2.31,1.0
3.15,34.32,0.92,-1.32,-0.92,1.0
0.00,89.24,2.31,0.00,2.31,0.0
0.00,33.50,2.31,0.00,2.31,1.0
0.00,38.52,2.31,0.00,2.31,1.0
3.15,31.75,0.93,-1.32,-0.25,1.0
0.00,-0.70,1.81,0.00,2.31,1.0
3.15,0.34,2.29,-1.32,0.46,1.0
3.15,83.82,12.09,6.74,1.02,0.0
0.00,-1.63,1.81,0.00,2.31,0.0
2.46,-0.90,6.92,3.96,1.00,0.0
0.00,-0.64,1.49,0.00,1.99,1.0
-2.60,29.62,-3.10,-1.32,1.47,0.0
0.00,80.77,2.31,0.00,2.31,0.0
-2.60,87.81,2.54,5.07,0.71,0.0
3.15,35.84,1.64,-1.32,-0.20,1.0
0.00,222.83,2.31,0.00,2.31,0.0
3.15,12.25,8.72,5.07,1.14,1.0
2.23,2.17,1.48,-1.86,1.11,1.0
-2.60,1.03,-0.73,-1.32,3.19,0.0
3.15,10.23,5.96,0.55,2.25,1.0
3.15,70.42,0.87,-1.32,-0.32,0.0
3.15,28.08,1.86,-1.32,0.68,1.0
0.00,45.57,2.31,0.00,2.31,1.0
1.67,4.47,0.00,-2.50,0.83,1.0
0.00,7.85,2.31,0.00,2.31,1.0
3.15,29.11,4.41,-1.32,2.57,1.0
3.15,1.24,2.30,-1.32,0.47,1.0
-4.42,7.58,-5.58,-2.24,1.08,1.0
0.00,190.57,2.31,0.00,2.31,0.0
2.99,0.33,10.01,6.38,1.29,1.0
3.15,107.44,2.31,-0.81,0.63,1.0
2.20,3.02,4.32,3.53,-1.41,1.0
3.15,29.61,-2.00,-1.32,-3.83,0.0
0.00,2.06,2.31,0.00,2.31,1.0
2.42,2.95,0.77,-1.72,0.06,1.0
3.15,3.34,3.38,-1.32,1.55,0.0
3.15,1.39,3.79,0.55,0.74,0.0
3.15,73.57,14.94,10.72,1.73,0.0
0.00,18.98,2.31,0.00,2.31,0.0
0.00,33.02,2.31,0.00,2.31,1.0
3.15,-0.74,4.80,5.07,-2.28,0.0
3.15,62.58,-0.29,-1.32,-2.13,1.0
3.15,15.41,3.06,-1.32,0.15,1.0
3.15,6.98,1.60,-1.32,-0.23,1.0
3.15,0.99,3.93,-1.32,2.75,1.0
3.03,18.90,2.74,-1.37,-0.11,0.0
0.00,44.42,2.31,0.00,2.31,1.0
-2.60,119.05,-3.75,-1.32,0.17,0.0
0.00,7.48,2.31,0.00,2.31,1.0
-2.60,5.28,-3.65,-1.32,0.27,1.0
3.15,47.88,9.27,5.07,1.04,0.0
3.15,61.75,1.35,-1.32,-0.49,1.0
-2.60,190.35,-0.75,0.55,-7.16,0.0
0.00,132.88,2.31,0.00,2.31,0.0
3.10,2.87,5.16,-1.34,2.27,1.0
3.15,56.08,1.58,-1.32,-0.25,0.0
-2.60,31.14,-0.41,0.55,1.64,0.0
2.04,6.67,-0.69,-2.04,-0.70,1.0
0.00,29.68,2.31,0.00,2.31,1.0
3.15,22.94,2.93,-1.32,0.16,0.0
3.15,115.59,1.66,-1.32,0.48,0.0
0.00,178.67,2.31,0.00,2.31,0.0
3.15,241.39,3.39,0.55,-0.31,0.0
3.15,22.16,0.06,-1.32,-1.78,0.0
0.00,135.82,2.31,0.00,2.31,0.0
2.12,1.21,0.36,-1.96,0.85,1.0
3.15,65.79,10.76,6.74,0.87,0.0
3.15,64.78,3.25,-1.32,1.41,1.0
0.00,57.56,2.31,0.00,2.31,0.0
2.84,0.51,0.26,-1.47,-1.12,1.0
0.00,0.29,2.31,0.00,2.31,1.0
3.15,37.70,0.18,-1.32,-1.65,0.0
3.15,143.51,4.45,-1.32,-6.73,0.0
-7.36,23.26,-0.27,6.74,0.36,1.0
3.15,40.16,1.73,-1.32,-0.10,1.0
3.15,5.57,9.43,6.27,0.01,0.0
2.65,9.15,0.65,-1.57,-0.43,1.0
0.00,57.96,2.31,0.00,2.31,1.0
3.15,45.14,1.04,-1.32,-0.14,0.0
2.01,1.84,0.18,-2.07,0.25,1.0
1.85,1.97,0.29,-2.24,0.67,1.0
2.01,3.27,1.15,-2.07,1.22,1.0
3.15,40.20,10.77,5.07,1.67,0.0
2.61,-0.39,1.11,-1.59,0.59,1.0
3.15,18.80,0.24,-1.32,-0.94,1.0
0.00,63.98,2.31,0.00,2.31,1.0
3.15,141.15,9.52,5.07,-1.62,0.0
0.00,77.38,2.31,0.00,2.31,0.0
3.15,3.84,3.13,5.07,-5.10,1.0
0.00,40.21,2.31,0.00,2.31,1.0
1.78,5.07,0.32,-2.34,0.87,1.0
2.99,2.14,0.98,-1.39,-0.62,1.0
0.00,22.80,2.31,0.00,2.31,1.0
3.15,21.49,1.37,-1.32,0.18,1.0
0.00,149.49,2.31,0.00,2.31,0.0
0.00,33.42,2.31,0.00,2.31,0.0
0.00,19.36,2.31,0.00,2.31,1.0
1.59,2.18,-1.16,-2.62,-0.13,1.0
2.54,-1.28,1.30,-1.64,0.91,1.0
3.15,92.18,1.09,-1.32,-0.10,1.0
3.15,8.93,8.10,5.07,-0.13,0.0
2.12,7.62,-0.14,-1.96,-0.29,0.0
2.20,3.96,1.20,-1.89,0.90,1.0
3.15,14.72,1.62,-1.32,-0.22,0.0
0.00,26.28,2.31,0.00,2.31,1.0
3.15,26.39,2.16,-1.32,0.98,0.0
3.15,12.27,9.77,6.74,-0.12,1.0
3.15,105.42,4.97,0.55,0.17,0.0
2.65,-3.69,5.17,4.26,-1.25,1.0
3.15,32.48,3.49,-1.32,1.65,1.0
